time,actual x,actual y,actual z,actual R,actual P,actual Y
0.194914,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.196002,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.197066,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.19813,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.199182,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.200262,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.201354,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.202423,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.203468,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.204543,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.205622,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.206687,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.207757,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.208848,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.209914,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.21098,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.212074,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.213165,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.214266,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.215353,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.21642,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.217489,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.218587,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.219661,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.220739,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.221814,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.222913,0.456848,-0.222089,1.40772,0.0079369,0.0326787,-1.59676
0.223991,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.225069,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.226147,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.227187,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.228277,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.229382,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.2305,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.231581,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.23266,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.233749,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.234839,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.23596,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.237075,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.238174,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.23926,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.240338,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.241413,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.242496,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.243586,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.2447,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.245787,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.246892,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.248004,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.249115,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.250206,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.25128,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.252351,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.253422,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.254494,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.255556,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.256677,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.25779,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.258865,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.25994,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.261017,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.26211,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.263181,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.264262,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.265342,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.26642,0.476436,-0.225094,1.42362,0.006027,0.0251782,-1.5978
0.267519,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.268636,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.269774,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.270863,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.271938,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.273017,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.274092,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.275163,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.276245,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.277318,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.278394,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.279483,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.280565,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.281641,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.282721,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.283805,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.284874,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.285945,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.287012,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.288086,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.289191,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.290294,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
0.291392,0.495421,-0.22444,1.4407,0.00357472,0.0170014,-1.59982
